ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-38956N|refseq:NP_078976|uniprotkb:Q8TAD8	DIP-33300N|refseq:NP_037367|uniprotkb:Q9NRR4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18632581|pubmed:DIP-11716S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88407E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35345N|refseq:NP_005185|uniprotkb:P17676	DIP-37519N|refseq:NP_068594|uniprotkb:Q9HC16	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18809921|pubmed:DIP-11717S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88408E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24261N|uniprotkb:P62988	DIP-46148N|uniprotkb:P42866	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18836069|pubmed:DIP-11721S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-88414E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46417N|refseq:NP_038650|uniprotkb:P32300	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18836069|pubmed:DIP-11721S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88415E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33700N|refseq:NP_004041|uniprotkb:Q92843	DIP-232N|uniprotkb:Q07812	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18981409|pubmed:DIP-11730S|pubmed:18981409|pubmed:DIP-11730S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88428E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-35580N|refseq:NP_003745|uniprotkb:O00303	DIP-31256N|refseq:NP_006351|uniprotkb:Q7L2H7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0069(mass spectrometry studies of complexes)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S|pubmed:23623729|pubmed:DIP-15864S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88451E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-32880N|refseq:NP_037366|uniprotkb:Q9UBQ5	DIP-31172N|refseq:NP_057175|uniprotkb:Q9Y262	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0069(mass spectrometry studies of complexes)|MI:0096(pull down)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19748344|pubmed:DIP-12325S|pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S|pubmed:23623729|pubmed:DIP-15864S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-88453E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31256N|refseq:NP_006351|uniprotkb:Q7L2H7	DIP-31113N|uniprotkb:P55884	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88463E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32691N|refseq:NP_001559|uniprotkb:P60228	DIP-32880N|refseq:NP_037366|uniprotkb:Q9UBQ5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S|pubmed:23623729|pubmed:DIP-15864S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88464E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-46402N|refseq:NP_620072|uniprotkb:P58400	DIP-32027N|refseq:NP_619607|uniprotkb:Q99K10	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0096(pull down)|MI:0065(isothermal titration calorimetry)	-	pubmed:18084303|pubmed:DIP-11707S|pubmed:18084303|pubmed:DIP-11707S|pubmed:18084303|pubmed:DIP-11707S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88391E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-32691N|refseq:NP_001559|uniprotkb:P60228	DIP-32870N|refseq:NP_003744|uniprotkb:O15371	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0096(pull down)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-88447E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-33689N|refseq:NP_003747|uniprotkb:O15372	DIP-35580N|refseq:NP_003745|uniprotkb:O00303	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0096(pull down)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S|pubmed:23623729|pubmed:DIP-15864S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-88449E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31256N|refseq:NP_006351|uniprotkb:Q7L2H7	DIP-33689N|refseq:NP_003747|uniprotkb:O15372	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S|pubmed:18599441|pubmed:DIP-11731S|pubmed:23623729|pubmed:DIP-15864S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-88450E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35580N|refseq:NP_003745|uniprotkb:O00303	DIP-31113N|uniprotkb:P55884	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88459E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31113N|uniprotkb:P55884	DIP-33689N|refseq:NP_003747|uniprotkb:O15372	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88460E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32880N|refseq:NP_037366|uniprotkb:Q9UBQ5	DIP-31113N|uniprotkb:P55884	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88461E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31113N|uniprotkb:P55884	DIP-31172N|refseq:NP_057175|uniprotkb:Q9Y262	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88462E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-38198N|refseq:NP_004778|uniprotkb:O94813	DIP-33034N|refseq:NP_002932|uniprotkb:Q9Y6N7	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0107(surface plasmon resonance)	-	pubmed:17848514|pubmed:DIP-11741S|pubmed:17848514|pubmed:DIP-11741S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88479E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46251N|uniprotkb:Q6UX71	DIP-1134N|uniprotkb:P49768	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88268E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36336N|refseq:NP_056146|uniprotkb:Q92542	DIP-46250N|refseq:NP_001934|uniprotkb:Q14126	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88271E	dip-quality-status:core	dip:0004(small scale)		-
DIP-40928N|uniprotkb:Q14118	DIP-36336N|refseq:NP_056146|uniprotkb:Q92542	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88273E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46247N|refseq:NP_034708|uniprotkb:P09055	DIP-1134N|uniprotkb:P49768	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88274E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46248N|uniprotkb:P70180	DIP-1134N|uniprotkb:P49768	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88276E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46248N|uniprotkb:P70180	DIP-36336N|refseq:NP_056146|uniprotkb:Q92542	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88277E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46259N|uniprotkb:Q9UBV2	DIP-46260N|uniprotkb:Q9Y679-2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18711132|pubmed:DIP-11609S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88278E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46261N|refseq:NP_055428|uniprotkb:Q96CS3	DIP-46259N|uniprotkb:Q9UBV2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18711132|pubmed:DIP-11609S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88279E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37493N|refseq:NP_006803|uniprotkb:Q13438	DIP-46259N|uniprotkb:Q9UBV2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26551274|pubmed:DIP-17926S|pubmed:18711132|pubmed:DIP-11609S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88281E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46288N|uniprotkb:P14619	DIP-29714N|uniprotkb:Q14643	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18757735|pubmed:DIP-11630S|pubmed:18757735|pubmed:DIP-11630S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88283E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46287N|uniprotkb:O76074	DIP-29714N|uniprotkb:Q14643	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18757735|pubmed:DIP-11630S|pubmed:18757735|pubmed:DIP-11630S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88284E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-42852N|uniprotkb:P42262	DIP-46195N|uniprotkb:P42263	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17989220|pubmed:DIP-11551S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88032E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5965N|uniprotkb:P03372	DIP-449N|uniprotkb:P00523	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17921256|pubmed:DIP-11577S	taxid:9606(Homo sapiens)	taxid:9031(Gallus gallus)	MI:0915(physical association)	MI:0465(dip)	DIP-88073E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29919N|refseq:NP_060087|uniprotkb:P46531	DIP-27613N|uniprotkb:Q969H0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:25344755|pubmed:DIP-16972S|pubmed:20823234|pubmed:DIP-14985S|pubmed:25344755|pubmed:DIP-16972S|pubmed:25344755|pubmed:DIP-16972S|pubmed:25344755|pubmed:DIP-16972S|pubmed:17909182|pubmed:DIP-11582S|pubmed:25344755|pubmed:DIP-16972S|pubmed:20823234|pubmed:DIP-14985S|pubmed:17909182|pubmed:DIP-11582S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88081E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-46108N|refseq:NP_694794|uniprotkb:Q91ZK0	DIP-37875N|uniprotkb:O14686	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18495928|pubmed:DIP-11469S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88101E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24067N|uniprotkb:Q24368	DIP-38N|refseq:NP_001609|uniprotkb:P09874	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18922045|pubmed:DIP-11600S	taxid:7227(Drosophila melanogaster)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88152E	dip-quality-status:core	dip:0004(small scale)		-
DIP-30N|refseq:NP_005013|uniprotkb:P07737	DIP-40989N|uniprotkb:P07830	 -	-	-	-	MI:0071(molecular sieving)|MI:0017(classical fluorescence spectroscopy)	-	pubmed:18689676|pubmed:DIP-11604S|pubmed:18689676|pubmed:DIP-11604S	taxid:9606(Homo sapiens)	taxid:44689(Dictyostelium discoideum)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88168E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46273N|refseq:NP_004813|uniprotkb:O95631	DIP-46275N|uniprotkb:Q8IZJ1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18719102|pubmed:DIP-11616S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88194E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46308N|refseq:NP_002539|uniprotkb:P34982	DIP-46308N|refseq:NP_002539|uniprotkb:P34982	-	-	-	-	MI:0071(molecular sieving)|MI:0808(comigration in sds page)|MI:0071(molecular sieving)	-	pubmed:18840687|pubmed:DIP-11649S|pubmed:19581598|pubmed:DIP-12825S|pubmed:19581598|pubmed:DIP-12825S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88241E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-476N|refseq:NP_000866|uniprotkb:P08069	DIP-39500N|uniprotkb:P81122	 -	-	-	-	MI:0096(pull down)	-	pubmed:18278056|pubmed:DIP-11685S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88350E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29327N|refseq:NP_037506|uniprotkb:Q8WUM4	DIP-46401N	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0114(x-ray crystallography)	-	pubmed:18066081|pubmed:DIP-11706S|pubmed:18066081|pubmed:DIP-11706S	taxid:9606(Homo sapiens)	taxid:-2(chemical synthesis)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88390E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31113N|uniprotkb:P55884	DIP-32691N|refseq:NP_001559|uniprotkb:P60228	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18599441|pubmed:DIP-11731S|pubmed:18599441|pubmed:DIP-11731S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88458E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46262N|refseq:NP_061357|uniprotkb:Q8VEB1	DIP-38260N|uniprotkb:Q9UQL6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0424(protein kinase assay)	-	pubmed:18711143|pubmed:DIP-11610S|pubmed:18711143|pubmed:DIP-11610S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88176E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-46245N|refseq:NP_612449|uniprotkb:Q6EMK4	DIP-36336N|refseq:NP_056146|uniprotkb:Q92542	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88263E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46206N|refseq:NP_005133|uniprotkb:P27352	DIP-46206N|refseq:NP_005133|uniprotkb:P27352	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:17954916|pubmed:DIP-11563S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88049E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46217N|refseq:NP_001093338|uniprotkb:Q8AXF4	DIP-38247N|refseq:NP_004577|uniprotkb:P51812	 -	-	-	-	MI:0424(protein kinase assay)	-	pubmed:17881560|pubmed:DIP-11575S	taxid:8355(Xenopus laevis)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88069E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29592N|refseq:NP_001075660|uniprotkb:Q05152	DIP-31794N|refseq:NP_001734|uniprotkb:P62158	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0071(molecular sieving)	-	pubmed:18940602|pubmed:DIP-11589S|pubmed:18940602|pubmed:DIP-11589S	taxid:9986(Oryctolagus cuniculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88134E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31597N|uniprotkb:P84077	DIP-31597N|uniprotkb:P84077	-	-	-	-	MI:0030(cross-linking study)	-	pubmed:18689681|pubmed:DIP-11605S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88169E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35138N|refseq:NP_003255|uniprotkb:O60603	DIP-1030N|refseq:NP_000582|uniprotkb:P08571	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:18765807|pubmed:DIP-11632S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-88220E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1059N|uniprotkb:P12931	DIP-42705N|uniprotkb:O00560	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18832467|pubmed:DIP-11646S|pubmed:18832467|pubmed:DIP-11646S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88238E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-1134N|uniprotkb:P49768	DIP-46249N|refseq:NP_620711|uniprotkb:Q8NFT8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88264E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1134N|uniprotkb:P49768	DIP-46246N|refseq:NP_000897|uniprotkb:P16066	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88266E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36336N|refseq:NP_056146|uniprotkb:Q92542	DIP-46246N|refseq:NP_000897|uniprotkb:P16066	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88267E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1134N|uniprotkb:P49768	DIP-40928N|uniprotkb:Q14118	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18942891|pubmed:DIP-11601S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-88272E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46372N|refseq:NP_001035806|uniprotkb:P11498	DIP-46372N|refseq:NP_001035806|uniprotkb:P11498	-	-	-	-	MI:0071(molecular sieving)|MI:0067(light scattering)|MI:0114(x-ray crystallography)	-	pubmed:18297087|pubmed:DIP-11686S|pubmed:18297087|pubmed:DIP-11686S|pubmed:18297087|pubmed:DIP-11686S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88352E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
